ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	SOURCE	PROTOSET	CONCEPTINSOURCE	UNCERTAINCOGNACY
4552	ProtoTakana	*rama,gajo	yaʔa	yaʔa	j a ʔ a		492		484	rama,gajo	
4553	Tacana	*rama,gajo	e-ča	e-ča	e + tʃ a		492		484	rama,gajo	
4554	Tacana	*rama,gajo	e-ča-na	e-ča-na	e + tʃ a + n a		492	Armentia1887	484	con rama y todo	
4555	Cavinena	*rama,gajo	yaʔa	yaʔa	j a ʔ a		492		484	gajo,rama	
4556	Cavinena	*rama,gajo	yaʔa-bakwa	yaʔa-bakwa	j a ʔ a + b a kʷ a		492		484	pucarara (víbora)	
4557	Cavinena	*rama,gajo	yaʔa-matoha	yaʔa-matoha	j a ʔ a + m a t o h a		492		484	lagarto	
4558	Cavinena	*rama,gajo	yaha-pára	yaha-pára	j a h a + p á/a r a	yaʔa?	492		484	ala	
4559	EseEjja	*rama,gajo	e-yaa	e-yaa	e + j a a		492		484	brazo,gajo	
4560	EseEjja	*rama,gajo	yaña	yaña	j a ɲ a		492		484	vello del brazo	
4561	EseEjja	*rama,gajo	ya-xaxa-wa	ya-xaxa-wa	j a + x a x a + w a		492		484	muslo del brazo	
4562	EseEjja	*rama,gajo	e-ya-xi-poxi	e-ya-xi-poxi	e + j a + x i + p o x i		492		484	avión	
4563	Huarayo	*rama,gajo	eʔá	eʔá	e ʔ á/a		492		484	rama	
4564	Chama	*rama,gajo	iá	iá	i á/a		492		484	arm	
4565	Chama	*rama,gajo	eyá	eyá	e j á/a		492		484	human arm	
4566	Arasa	*rama,gajo	éa	éa	é/e a		492		484	arm	
4418	ProtoTakana	*rana	wawa	wawa	w a w a		477		469	rana	
4419	Tacana	*rana	wawa	wawa	w a w a		477		469	especie de rana	
4420	Cavinena	*rana	wawa	wawa	w a w a		477		469	rana	
4421	Cavinena	*rana	wawa-bakwa	wawa-bakwa	w a w a + b a kʷ a	Concept 'salamanqueja' taken from Armentia	477		469	clase de víbora, salamanqueja	
976	ProtoTakana	*rana,sapo	buřuřu	buřuřu	b u ɽ u ɽ u		132		85	rana,sapo	
977	Tacana	*rana,sapo	bururu	bururu	b u r u r u		132		85	especie de sapo	
978	Tacana	*rana,sapo	bururu bakwa	bururu_bakwa	b u r u r u + b a kʷ a		132		85	víbora sapo	
979	Reyesano	*rana,sapo	mbororo	mbororo	m b o r o r o		132		85	frog	
980	Cavinena	*rana,sapo	bororo	bororo	b o r o r o		132		85	rana,sapo	
981	EseEjja	*rana,sapo	boʔo-bakwa	boʔo-bakwa	b o ʔ o + b a kʷ a		132		85	víbora (yoperojobobo)	
1406	ProtoTakana	*raspar	de-de-	de-de-	d e + d e		176		134	raspar	
1407	Tacana	*raspar	de-de-	de-de-	d e + d e	Concept 'pelar' taken from Armentia	176		134	raspar (con cualquier instrumento sin filo),pelar	
1408	EseEjja	*raspar	deʔde-	deʔde-	d e ʔ d e		176		134	peluquear	
1409	EseEjja	*raspar	xa-dede-ke-	xa-dede-ke-	x a + d e d e + k e		176		134	peluquear	
1917	ProtoTakana	*raspar	je-(wi)	je-	ʃ e		225		185	raspar	
1918	Tacana	*raspar	ře-u-	ře-u-	ɽ e + u		225		185	raspar (con cualq. instrumento filo)	
1919	Tacana	*raspar	ře-wi-	ře-wi-	ɽ e + β i		225		185	arañar	
1920	Cavinena	*raspar	he-reišoke	he-reišoke	h e + r e i ʃ o k e		225		185	raspador,rallador	
1921	Cavinena	*raspar	he-re-	he-re-	h e + r e		225		185	raspar	
1922	Cavinena	*raspar	e-he-wi	e-he-wi	e + h e + β i		225		185	arañado	
1923	EseEjja	*raspar	še-wi	še-wi	ʃ e + w i		225		185	raspar (con la uña)	
1924	EseEjja	*raspar	še-haxi-	še-haxi-	ʃ e + h a x i		225		185	frotar	
1925	EseEjja	*raspar	kea-še-xi	kea-še-xi	k e a + ʃ e + x i		225		185	filo	
1926	Huarayo	*raspar	še-wi-	še-wi-	ʃ e + w i		225		185	rasguñar,arañar	
3672	ProtoTakana	*rata,ratón	site	site	s i t e		400		393	rata,ratón	
3673	Tacana	*rata,ratón	site	site	s i t e		400		393	ratón,matapalo	
3674	Reyesano	*rata,ratón	dhite	dhite	ð i t e		400		393	rat	
3675	Cavinena	*rata,ratón	hite	hite	h i t e		400		393	rata,ratón	
1635	ProtoTakana	*raya	ibabi	ibabi	i b a b i		195		153	raya	
1636	Tacana	*raya	ibabi	ibabi	i b a b i		195		153	raya	
1637	Cavinena	*raya	ibabi	ibabi	i b a b i		195		153	raya	
1638	EseEjja	*raya	ibabi	ibabi	i b a b i		195		153	raya	
1639	Huarayo	*raya	ibabi	ibabi	i b a b i	no palatalization!	195		153	raya	
3994	ProtoTakana	*raíz	tiri	tiri	t i r i		436		426	raíz	
3995	Tacana	*raíz	e-ti	e-ti	e + t i		436		426	papa alargada	
3996	Cavinena	*raíz	e-tiri	e-tiri	e + t i r i		436		426	raíz	
3997	Cavinena	*raíz	tiri-tiri-ke	tiri-tiri-ke	t i r i + t i r i + k e		436		426	tiene mucha raíz	
2724	ProtoTakana	*recoger	mepe	mepe	m e p e		309		288	recoger	
2725	Cavinena	*recoger	mepe-	mepe-	m e p e		309		288	recoger,escoger	
2726	EseEjja	*recoger	mepe-	mepe-	m e p e		309		288	recoger	
3971	ProtoTakana	*reflexive suffix	-ti	-ti	t i		24		422	reflexive suffix	
3972	Tacana	*reflexive suffix	-ti	-ti	t i		24		422	reflexive suffix	
3973	Cavinena	*reflexive suffix	-ti	-ti	t i		24		422	reflexive suffix	
3974	EseEjja	*reflexive suffix	-ki	-ki	k i		24		422	reflexive suffix	
3792	ProtoTakana	*remar,batir	tařu	tařu	t a ɽ u		418		408	remar,batir	
3793	Tacana	*remar,batir	e-taru(h)i	e-tarui	e + t a r u i		418		408	remo	
3794	Tacana	*remar,batir	taru-	taru-	t a r u		418	Armentia1887	408	remar	
3795	Cavinena	*remar,batir	e-taro-ki	e-taro-ki	e + t a r o + k i		418		408	remo	
3796	Cavinena	*remar,batir	taro-	taro-	t a r o		418		408	batir,remar	
3797	Cavinena	*remar,batir	e-taru-kikie	e-taru-kikie	e + t a r u + k i k i e		418	Armentia1887	408	balsero	
1640	ProtoTakana	*remedio	idu-	idu-	i d u		196		154	remedio	
1641	Tacana	*remedio	e-idu	e-idu	e + i d u		196		154	remedio	
1642	Tacana	*remedio	e-idue	e-idue	e + i d u e		196	Armentia1887	154	remedio	
1643	Tacana	*remedio	iduene-	iduene-	i d u e n e		196		154	curar	
1644	Cavinena	*remedio	ido-	ido-	i d o		196		154	aguantar	
1645	Cavinena	*remedio	idu-ho-	idu-ho-	i d u + h o		196	Armentia1887	154	sufrir	
1646	Cavinena	*remedio	idu-hu-ta-ki	idu-hu-ta-ki	i d u + h u + t a + k i		196	Armentia1887	154	sufrible	
1647	Cavinena	*remedio	idu-maʔa	idu-maʔa	i d u + m a ʔ a		196	Armentia1887	154	exasperar	
1648	Cavinena	*remedio	idu-u	idu-u	i d u + u		196	Armentia1887	154	compunción	
3641	ProtoTakana	*resbaloso,resbalar	seri-	seri-	s e r i		396		389	resbaloso,resbalar	
3642	Tacana	*resbaloso,resbalar	sevida	sevida	s e β i d a		396		389	resbaloso	
3643	Tacana	*resbaloso,resbalar	sevita-	sevita-	s e β i t a	Tav. [v] has been interpreted as an allophone of /w/. *r > Ø, but on occasion intervocalic glides have developed.	396		389	resbalar,encima de palo	
3644	Cavinena	*resbaloso,resbalar	heri-da	heri-da	h e r i + d a		396		389	resbaloso	
2481	ProtoTakana	*resina	madi	madi	m a d i		284		262	resina	
2482	Tacana	*resina	e-madi	e-madi	e + m a d i		284		262	resina	
2483	Cavinena	*resina	e-madi	e-madi	e + m a d i		284		262	bolacha,plancha,resina de goma	
2484	Cavinena	*resina	e-madi-hiteke	e-madi-hiteke	e + m a d i + h i t e k e		284		262	va a traer goma	
2485	Cavinena	*resina	acaka-madi	acaka-madi	a ts a k a + m a d i		284		262	resina de paquió	
2486	Cavinena	*resina	madi-ki	madi-ki	m a d i + k i		284	Armentia1887	262	gomosidad	
2487	EseEjja	*resina	e-maʔo	e-maʔo	e + m a ʔ o		284		262	leche,resina	
2488	EseEjja	*resina	šibe-mai	šibe-mai	ʃ i b e + m a i		284		262	resina de solimán	
2489	Huarayo	*resina	akwi-maʔí	akwi-maʔí	a kʷ i + m a ʔ í/i		284		262	goma	
3349	ProtoTakana	*reventar	pu-	pu-	p u	*pu2 or *pu3?	373		355	reventar	
3350	Tacana	*reventar	pu-hu-	pu-hu-	p u + h u		373		355	reventar	
3351	Cavinena	*reventar	po-totaša	po-totaša	p o + t o t a ʃ a	pututaisa in Armentia	373		355	reventar	
3352	Cavinena	*reventar	pu-kuku	pu-kuku	p u + k u k u		373	Armentia1887	355	quebrar	
3353	Cavinena	*reventar	e-pu-ku	e-pu-ku	e + p u + k u		373	Armentia1887	355	frágil	
3354	Cavinena	*reventar	pu-eu	pu-eu	p u + e u		373	Armentia1887	355	romper	
3355	EseEjja	*reventar	po-ho-	po-ho-	p o + h o		373		355	partir	
3356	EseEjja	*reventar	xa-po-ho-ki-	xa-po-ho-ki-	x a + p o + h o + k i		373		355	rajarse	
1024	ProtoTakana	*reír	c̣a-	c̣a-	ʈʂ a		133		90	reír	
1025	Cavinena	*reír	ca-	ca-	ts a		133		90	reír,sonreír	
1026	Cavinena	*reír	ca-ye ekace	ca-ye_ekace	ts a + j e + e k a ts e		133		90	están enamorados	
1027	Cavinena	*reír	ca-ye-ke	ca-ye-ke	ts a + j e + k e		133		90	sonrisa	
1028	EseEjja	*reír	soa-	soa-	s o a		133		90	reirse	
1029	EseEjja	*reír	xa-xa-soa-ki-	xa-xa-soa-ki-	x a + x a + s o a + k i		133		90	asustarse	
1030	EseEjja	*reír	kea-soa-še	kea-soa-še	k e a + s o a + ʃ e	cognate?	133		90	feliz	
1031	Arasa	*reír	esa	esa	e s a		133		90	rire	
968	ProtoTakana	*risueño	buři	buři	b u ɽ i		131		84	risueño	
969	Tacana	*risueño	buri-da	buri-da	b u r i + d a		131		84	risueño	
970	Tacana	*risueño	buri-buri	buri-buri	b u r i + b u r i		131		84	bien risueño	
971	Tacana	*risueño	buri-buri čidi	buri-buri_čidi	b u r i + b u r i + tʃ i d i		131		84	bien risueño	
972	Cavinena	*risueño	bori-	bori-	b o r i		131		84	partir,reventar	
973	Cavinena	*risueño	buri-buri	buri-buri	b u r i + b u r i		131	Armentia1887	84	gozo,gozoso	
974	Cavinena	*risueño	buri-buri-hu	buri-buri-hu	b u r i + b u r i + h u		131	Armentia1887	84	gozar	
975	Cavinena	*risueño	buri-ri	buri-ri	b u r i + r i		131	Armentia1887	84	ansia,ansiar	
3138	ProtoTakana	*riñón	pa...	pa...	p a		351		331	riñón	
3139	Tacana	*riñón	e-paidhudu	e-paidhudu	e + p a i ð u d u		351		331	riñón	
3140	Cavinena	*riñón	e-pakaka	e-pakaka	e + p a k a k a		351		331	riñones	
1230	ProtoTakana	*robar	c̣iri-	c̣iri-	ʈʂ i r i		153		111	robar	
1231	Tacana	*robar	ci-pu(h)i	ci-pui	ʈʂ i + p u i		153		111	ladrón	
1232	Tacana	*robar	ci-	ci-	ʈʂ i		153		111	robar	
1233	Tacana	*robar	ci-hi	ci-hi	ʈʂ i + h i		153	Armentia1887	111	robado,lisiado,herido	
1234	Maropa	*robar	tri	tri	t r i		153	Heath1883	111	steak	
1235	Cavinena	*robar	čiri-pohi	čiri-pohi	tʃ i r i + p o h i		153		111	ladrón	
1236	Cavinena	*robar	čiri-	čiri-	tʃ i r i		153		111	robar	
1237	Cavinena	*robar	čiri-kwe	čiri-kwe	tʃ i r i + kʷ e		153	Armentia1887	111	defraudar	
1238	Cavinena	*robar	čiri-take	čiri-take	tʃ i r i + t a k e		153	Armentia1887	111	hurtable	
1239	EseEjja	*robar	sii-poxi	sii-poxi	s i i + p o x i		153		111	ladrón	
1240	EseEjja	*robar	sii-ka-	sii-ka-	s i i + k a		153		111	robar	
1241	Huarayo	*robar	siʔi-po-	siʔi-po-	s i ʔ i + p o		153		111	robar	
1242	Huarayo	*robar	šii-pohi-nei	šii-pohi-nei	ʃ i i + p o h i + n e i		153		111	ladrón	
1243	Tiatinahua	*robar	sikanto	sikanto	s i k a n t o		153	Fast	111	rob	
1244	Arasa	*robar	sīpoši	sīpoši	s i p o ʃ i		153	Nordenskiöld1905	111	thief	
427	ProtoTakana	*rocío,sereno	ba...	ba...	b a		64		28	rocío,sereno	
428	Tacana	*rocío,sereno	ba-hi	ba-hi	b a + h i	cognate?	64		28	rocío,sereno	
429	Cavinena	*rocío,sereno	ba-kakaya	ba-kakaya	b a + k a k a j a		64	Armentia1887	28	encuentro de río	
430	Cavinena	*rocío,sereno	y-aba-kwi	y-aba-kwi	j + a b a + kʷ i		64		28	rocío,sereno	
431	Cavinena	*rocío,sereno	aba-ka-da	aba-ka-da	a b a + k a + d a		64		28	calmado,con paz	
432	Cavinena	*rocío,sereno	aba-ka-ta	aba-ka-ta	a b a + k a + t a	probably most, or all, from a different root	64		28	silencio	
433	Huarayo	*rocío,sereno	bačue	bačue	b a tʃ u e		64		28	lago	
1994	ProtoTakana	*roll up	kaka-	kaka-	k a k a		231		202	roll up	
1995	Cavinena	*roll up	kaka-	kaka-	k a k a		231		202	roll up	
1996	Cavinena	*roll up	e-kaka-ke	e-kaka-ke	e + k a k a + k e		231		202	rollado	
1997	EseEjja	*roll up	xaxa-yo-	xaxa-yo-	x a x a + j o		231		202	roll up	
2362	ProtoTakana	*río	kweri	kweri	kʷ e r i		272		246	río	
2363	Cavinena	*río	kweri	kweri	kʷ e r i		272		246	Río Beni,río	
2364	EseEjja	*río	kwei	kwei	kʷ e i		272		246	río	
736	ProtoTakana	*río arriba	beakwa	beakwa	b e a kʷ a		96		55	río arriba	
737	Tacana	*río arriba	biakwa-wa	biakwa-wa	b i a kʷ a + w a		96		55	arriba (río arriba)	
738	EseEjja	*río arriba	beakwa~biakwa	beakwa	b e a kʷ a		96		55	río arriba	
739	Huarayo	*río arriba	beakwa,beakwa-ena	beakwa	b e a kʷ a		96		55	arriba del río	
740	Arasa	*río arriba	beákua	beákua	b e á/a k u a		96	Nordenskiöld1905	55	en haut	
741	Tiatinahua	*río arriba	biäkwa	biäkwa	b i a kʷ a		96	Fast	55	above	
4318	ProtoTakana	*sabañon	wac̣i	wac̣i	w a ʈʂ i		465		455	sabañon	
4319	Tacana	*sabañon	waci-hařa	waci-hařa	w a ʈʂ i + h a ɽ a		465		455	sabañon	
4320	Cavinena	*sabañon	wači-bihi	wači-bihi	w a tʃ i + b i h i		465		455	sabañon	
408	ProtoTakana	*saber	bawei	bawei	b a w e i		88		27	saber	
409	Tacana	*saber	bawe-cua-,bue-cua-	bawe-cua-	b a β e + ʈʂ u a		88		27	enseñar	
410	Tacana	*saber	ha-bue-cua-ti-	ha-bue-cua-ti-	h a + b u e + ʈʂ u a + t i		88		27	aprender	
411	Cavinena	*saber	bawe-	bawe-	b a β e		88		27	saber	
412	Cavinena	*saber	bawe-dya	bawe-dya	b a β e + d j a		88		27	sabe	
413	Cavinena	*saber	bawe-ke	bawe-ke	b a β e + k e		88		27	prudente,sabe	
414	Cavinena	*saber	bawi-tia-ki-ke	bawi-tia-ki-ke	b a β i + t i a + k i + k e		88		27	profesor	
415	Cavinena	*saber	bawi-tia-	bawi-tia-	b a β i + t i a		88		27	enseñar	
416	Cavinena	*saber	ka-bawi-tia-ti-	ka-bawi-tia-ti-	k a + b a β i + t i a + t i		88		27	aprender	
417	EseEjja	*saber	xa-bawe-xa-ki-	xa-bawe-xa-ki-	x a + b a w e + x a + k i		88		27	acordarse	
418	Tiatinahua	*saber	habawikaña	habawikaña	h a b a w i k a ɲ a		88	Fast	27	know	
2072	ProtoTakana	*sacar,comprar	kemi	kemi	k e m i		242		213	sacar,comprar	
2073	Tacana	*sacar,comprar	hemi-	hemi-	h e m i		242		213	sacar	
2074	Tacana	*sacar,comprar	ha-hemi-ti-	ha-hemi-ti-	h a + h e m i + t i		242		213	casarse	
2075	Tacana	*sacar,comprar	me-hemi-	me-hemi-	m e + h e m i		242		213	recibir	
2076	Tacana	*sacar,comprar	hemi-cua-	hemi-cua-	h e m i + ʈʂ u a		242		213	alzar	
2077	Tacana	*sacar,comprar	hemi-kwina-	hemi-kwina-	h e m i + kʷ i n a		242		213	sacar (agua)	
2078	Cavinena	*sacar,comprar	kemi-	kemi-	k e m i		242		213	comprar,sacar	
2079	Cavinena	*sacar,comprar	ka-kemi-ti-	ka-kemi-ti-	k a + k e m i + t i		242		213	casrse,comprar	
2080	Cavinena	*sacar,comprar	biti-kemi-	biti-kemi-	b i t i + k e m i		242		213	descascarar	
647	ProtoTakana	*sal	banu	banu	b a n u		82		48	sal	
648	Tacana	*sal	banu-pace-da	banu-pace-da	b a n u + p a ʈʂ e + d a		82	Armentia1887	48	salado	
649	Tacana	*sal	bue-da	bue-da	b u e + d a	cognate?	82		48	salado	
650	Reyesano	*sal	mbano	mbano	m b a n o		82		48	salt	
651	Maropa	*sal	banu	banu	b a n u		82	Heath1883	48	salt	
652	Cavinena	*sal	bano	bano	b a n o		82		48	sal	
653	Cavinena	*sal	bano-ma čapa	bano-ma_čapa	b a n o + m a + tʃ a p a		82		48	sin sal	
654	Cavinena	*sal	bano-ki	bano-ki	b a n o + k i		82		48	está con sal	
2399	ProtoTakana	*salir,llegar	kwina	kwina	kʷ i n a		278		253	salir	
2400	Tacana	*salir,llegar	kwina-na-	kwina-na-	kʷ i n a + n a		278		253	salir	
2401	Tacana	*salir,llegar	kwina-	kwina-	kʷ i n a		278		253	llegar	
2402	Tacana	*salir,llegar	e-kwina-mehi	e-kwina-mehi	e + kʷ i n a + m e h i	loans?	278	Armentia1887	253	partera	
2403	Guariza	*salir,llegar	zacuinagigi	zacuinagigi	s a ts u i n a g i g i		278		253	from which sprang	
2404	Cavinena	*salir,llegar	kwina-na-	kwina-na-	kʷ i n a + n a	Concepts 'llegar,parir' taken from Armentia	278		253	salir,llegar,parir	
2405	Cavinena	*salir,llegar	e-heti-kwina-nayo-ke-ha	e-heti-kwina-nayo-ke-ha	e + h e t i + kʷ i n a + n a j o + k e + h a		278		253	donde sale el sol	
2406	Cavinena	*salir,llegar	hemi-kwina-	hemi-kwina-	h e m i + kʷ i n a		278		253	sacar (agua)	
2407	Cavinena	*salir,llegar	kwina-ra	kwina-ra	kʷ i n a + r a		278	Armentia1887	253	nacer	
2408	Cavinena	*salir,llegar	e-kwina-na	e-kwina-na	e + kʷ i n a + n a		278	Armentia1887	253	nacido,paride	
4638	ProtoTakana	*sancochar	zapa	zapa	z a p a		497		491	sancochar	
4639	Tacana	*sancochar	dhapa-	dhapa-	ð a p a		497		491	sancochar	
4640	Cavinena	*sancochar	sapa-	sapa-	s a p a		497		491	sancochar	
219	ProtoTakana	*sangre	ami	ami	a m i		36		11	sangre	
220	Tacana	*sangre	ami	ami	a m i		36		11	sangre	
221	Tacana	*sangre	ami-pa	ami-pa	a m i + p a		36		11	hemorragia,flujo	
222	Tacana	*sangre	ami-dene	ami-dene	a m i + d e n e		36		11	disentería	
223	Tacana	*sangre	ami-kwina	ami-kwina	a m i + kʷ i n a		36	Armentia1887	11	salir sangre	
224	Tacana	*sangre	ami-panati	ami-panati	a m i + p a n a t i		36	Armentia1887	11	acusarse	
225	Reyesano	*sangre	ami	ami	a m i		36		11	blood	
226	Maropa	*sangre	ami	ami	a m i		36	Armentia1887	11	blood	
227	Cavinena	*sangre	ami	ami	a m i		36		11	sangre	
228	Cavinena	*sangre	ami-boho	ami-boho	a m i + b o h o		36		11	disentería	
229	Cavinena	*sangre	ami-dihi	ami-dihi	a m i + d i h i		36		11	vena	
230	Cavinena	*sangre	ami-horiya	ami-horiya	a m i + h o r i j a		36		11	hemorragia	
231	Cavinena	*sangre	ami-ami-a	ami-ami-a	a m i + a m i + a		36	Armentia1887	11	ensangrentar	
232	Cavinena	*sangre	ami-ma	ami-ma	a m i + m a		36	Armentia1887	11	exangüe,incruento	
233	Cavinena	*sangre	ami-pusia	ami-pusia	a m i + p u s i a		36	Armentia1887	11	hemorragio	
234	Cavinena	*sangre	ami-tere	ami-tere	a m i + t e r e		36		11	desangrar	
4256	ProtoTakana	*sardina	umija	umija	u m i ʃ a		458		449	sardina	
4257	Tacana	*sardina	umiřa-pa	umiřa-pa	u m i ɽ a + p a		458		449	mamoré (pez)	
4258	Cavinena	*sardina	omiha	omiha	o m i h a		458		449	sardina	
3596	ProtoTakana	*sarna	sařiři	sařiři	s a ɽ i ɽ i		391		383	sarna	
3597	Tacana	*sarna	sariri-da	sariri-da	s a r i r i + d a		391		383	cosquilloso,dentera	
3598	EseEjja	*sarna	e-hai	e-hai	e + h a i		391		383	sarna	
2515	ProtoTakana	*saya,majo	maku	maku	m a k u		289		268	saya,majo	
2516	Tacana	*saya,majo	mahu	mahu	m a h u		289	Armentia1887	268	saya, palma de cuyo fruto se saca un aceite muy bueno	
2517	Araona	*saya,majo	majo	majo	m a j o		289		268	pitauá (palmera)	
2518	Cavinena	*saya,majo	mako	mako	m a k o		289		268	majo (palmera)	
2519	Cavinena	*saya,majo	mako-kini	mako-kini	m a k o + k i n i		289		268	majosal,majutú	
3130	ProtoTakana	*se dice	pa-	pa-	p a		350		329	se dice	
3131	Cavinena	*se dice	pa	pa	p a		350		329	se dice	
3132	EseEjja	*se dice	pa	pa	p a		350		329	así dice	
2813	ProtoTakana	*seco	muři	muři	m u ɽ i		323		299	seco	
2814	Tacana	*seco	muri-da	muri-da	m u r i + d a		323		299	seco	
2815	Reyesano	*seco	mori-me	mori-me	m o r i + m e		323		299	dry	
2816	Maropa	*seco	murími	murími	m u r í/i m i		323		299	dry season	
633	ProtoTakana	*sembrar	bana-	bana-	b a n a		80		45	sembrar	
634	Tacana	*sembrar	bana-	bana-	b a n a		80		45	sembrar	
635	Cavinena	*sembrar	e-bana-takwi	e-bana-takwi	e + b a n a + t a kʷ i		80		45	punzón,palo para sembrar	
636	EseEjja	*sembrar	bana-	bana-	b a n a		80		45	sembrar	
637	Huarayo	*sembrar	bana-	bana-	b a n a		80		45	sembrar	
4231	ProtoTakana	*silbar	ui-	ui-	u i		454		445	silbar	
4232	Tacana	*silbar	we	we	β e		454		445	silbar	
4233	Cavinena	*silbar	owi	owi	o β i		454		445	silbar	
4234	Huarayo	*silbar	uoi-	uoi-	u o i		454		445	silbar	
4235	Huarayo	*silbar	uoi-hinei	uoi-hinei	u o i + h i n e i		454		445	silbador	
3750	ProtoTakana	*silencio	taki	taki	t a k i		409		402	silencio	
3751	Tacana	*silencio	tahi-da	tahi-da	t a h i + d a	Concepts 'miedo,cosa imponente' taken from Armentia	409		402	triste,silencio,miedo,cosa imponente	
3752	Cavinena	*silencio	taki-ki	taki-ki	t a k i + k i		409	Armentia1887	402	encalmarse	
3753	EseEjja	*silencio	kea-kahi	kea-kahi	k e a + k a h i		409		402	mudo	
85	ProtoTakana	*simple interrogante	a	a	a		26		3	simple interrogante	
86	Tacana	*simple interrogante	a	a	a		26	Armentia1887	3	simple interrogante	
87	Tacana	*simple interrogante	awa	awa	a w a		26	Armentia1887	3	tal vez,así será,casi lo mismo que a	
88	Tacana	*simple interrogante	awaʔe	awaʔe	a w a ʔ e		26	Armentia1887	3	será así,así será	
89	EseEjja	*simple interrogante	aʔa	aʔa	a ʔ a		26		3	la seña de una interrogación	
2908	ProtoTakana	*sobaco	nakwiji	nakwiji	n a kʷ i ʃ i		333		306	sobaco	
2909	Tacana	*sobaco	e-nukiři	e-nukiři	e + n u k i ɽ i	different root?	333		306	sobaco	
2910	EseEjja	*sobaco	e-nakwiši	e-nakwiši	e + n a kʷ i ʃ i		333		306	sobaco	
4163	ProtoTakana	*sobrino,sobrina	ukwa	ukwa	u kʷ a		455		441	sobrino,sobrina	
4164	Tacana	*sobrino,sobrina	ukwa	ukwa	u kʷ a		455		441	sobrino (hijo de hermana de padre)	
4165	Cavinena	*sobrino,sobrina	okwa	okwa	o kʷ a		455		441	sobrina (la mujer dice)	
948	ProtoTakana	*sobrino/a	bu	bu	b u		119		79	sobrino/a	
949	Tacana	*sobrino/a	bu-i	bu-i	b u + i		119		79	sobrino/a (hijo/a de hermano de madre)	
950	Cavinena	*sobrino/a	e-bo-ke	e-bo-ke	e + b o + k e		119		79	sobrina	
951	EseEjja	*sobrino/a	bo-e	bo-e	b o + e		119		79	sobrino	
1715	ProtoTakana	*sol	(i)je-ti	je-ti	ʃ e + t i	*(i)je+ti1?	5		160	sol	
1716	Tacana	*sol	iřeti	iřeti	i ɽ e t i		5		160	sol	
1717	Tacana	*sol	iřeti-kware	iřeti-kware	i ɽ e t i + kʷ a r e		5		160	resolana	
1718	Tacana	*sol	ideti ekwinanani bene	ideti_ekwinanani_bene	i d e t i + e kʷ i n a n a n i + b e n e		5	Armentia1887	160	oriente	
1719	Tacana	*sol	ideti enubiani bene	ideti_enubiani_bene	i d e t i + e n u b i a n i + b e n e		5	Armentia1887	160	poniente	
1720	Tacana	*sol	iři-a-ti-	iři-a-ti-	i ɽ i + a + t i		5		160	asolear	
1721	Tacana	*sol	ha-ři-a-ti-	ha-ři-a-ti-	h a + ɽ i + a + t i		5		160	asolear	
1722	Tacana	*sol	ha-di-a-ti	ha-di-a-ti	h a + d i + a + t i		5	Armentia1887	160	buen tiempo,escampar	
1723	Reyesano	*sol	išeti	išeti	i ʃ e t i		5		160	sun	
1724	Maropa	*sol	ichetti,isxeti	ichetti	i ts h e t t i	/iccheti/ from Cardús, /isxeti/ from Heath	5	Cardús1886 Heath1883	160	sun	
1725	Sapibokona	*sol	iseti	iseti	i s e t i		5		160	sole	
1726	Araona	*sol	izeti	izeti	i ɽ e t i		5		160	sol	
1727	Cavinena	*sol	iheti	iheti	i h e t i		5		160	sol	
1728	Cavinena	*sol	iheti-keha	iheti-keha	i h e t i + k e h a		5		160	oeste,poniente	
1729	Cavinena	*sol	e-heti-apo-ta-	e-heti-apo-ta-	e + h e t i + a p o + t a		5		160	eclipse del sol	
1730	Cavinena	*sol	e-heti-kwinanaya-keha	e-heti-kwinanaya-keha	e + h e t i + kʷ i n a n a j a + k e h a		5		160	donde sale el sol	
1731	EseEjja	*sol	e-šeki	e-šeki	e + ʃ e k i		5		160	sol	
1732	EseEjja	*sol	e-šeki-aha	e-šeki-aha	e + ʃ e k i + a h a		5		160	año	
1733	EseEjja	*sol	e-šeki-baxa	e-šeki-baxa	e + ʃ e k i + b a x a		5		160	reloj	
1734	Huarayo	*sol	e-šeti	e-šeti	e + ʃ e t i		5		160	sol	
2833	ProtoTakana	*sombrero	mutiřu	mutiřu	m u t i ɽ u		322		303	sombrero	
2834	Tacana	*sombrero	mutiru	mutiru	m u t i r u		322		303	sombrero	
2835	Cavinena	*sombrero	motiro	motiro	m o t i r o		322		303	sombrero	
4514	ProtoTakana	*soplar	wu-	wu-	w u		488		479	soplar	
4515	Tacana	*soplar	hu-	hu-	h u		488		479	soplar	
4516	Tacana	*soplar	hu-bi-da	hu-bi-da	h u + b i + d a		488		479	fuerte (río,vento)	
4517	Tacana	*soplar	hu-bu-	hu-bu-	h u + b u		488		479	abocar	
4518	Tacana	*soplar	e-hu-bu-mei	e-hu-bu-mei	e + h u + b u + m e i		488		479	mejilla	
4519	Tacana	*soplar	hu-du	hu-du	h u + d u		488		479	humo	
4520	Tacana	*soplar	hu-du padha	hu-du_padha	h u + d u + p a ð a		488		479	neblina	
4521	Tacana	*soplar	hu-du-hi	hu-du-hi	h u + d u + h i		488	Armentia1887	479	niebla,nublado	
4522	Tacana	*soplar	hu-saca	hu-saca	h u + s a ʈʂ a		488	Armentia1887	479	vapor	
